chr	start	gene	A	BC	WT
chrX	135885850	Bhlhb9	-0.215640448242973	-1.84215042247108	-2.4401459998609
chrX	135993819	Arxes2	0.0905387533274782	-2.11921716442576	-2.37826952604371
chrX	136033366	Arxes1	0.0595390489801841	-2.19647178455724	-2.26229452545503
chrX	136066564	Bex2	0.0216110539505955	-1.6737935851472	-1.85254392532734
chrX	136072098	Nxf3	-0.171042847663377	-0.822852137624241	-1.82002078886834
chrX	136139044	Bex4	0.140665615910396	-2.55679586594083	-2.50715607646433
chrX	136168983	Tceal8	0.144731100911771	-2.59770856776707	-2.98105849473536
chrX	136200950	Tceal5	0.294056276167943	-3.00713287770187	-4.50407325462562
chrX	136213971	Bex1	0.290179514630127	-1.96335192510065	-2.30504971728024
chrX	136224040	Tceal7	0.340741646697332	-1.11655603506024	-2.03165757231589
chrX	136245079	Tceal9	0.0318869344644613	-2.28233560159956	-2.82519083448802
chrX	136270252	Bex3	0.288370480069805	-1.21429642048038	-1.47551793420375
chrX	136666374	Tceal3	-2.36286928413714	-2.4750386521448	-5.46846505266486
chrX	136707981	Tceal1	0.191394152315495	-2.74852214864625	-2.8945572636205
chrX	136732947	Morf4l2	0.0142274096355626	-2.52451842710485	-2.58986444318949
chrX	136742956	BC065397	-0.237023673408886	-1.83334312739072	-2.232296537273
chrX	136822745	Plp1	-0.0422840797601547	-1.32189811845084	-1.8504567949195
chrX	136974021	Tmsb15b1	-0.482444605939532	-0.230653660785043	-0.384710173219139
chrX	136981115	Slc25a53	-0.549941087368628	-2.35483053567742	-2.37925069216812
chrX	136993154	Zcchc18	-0.666014930403778	-2.84077342161778	-3.21321092324516
chrX	137049593	Fam199x	-0.808564600462767	-2.49315252291406	-3.45521550868524
chrX	137115396	Esx1	-0.490019774306892	-0.982710183908312	-0.981592036499207
chrX	138914429	Nrk	-2.60655651638346	-0.452608262557833	-1.36616249836152
chrX	139210043	Mum1l1	-1.459401835464	-1.61747023121137	-2.83300130505582
chrX	139240225	Platr21	-0.0224260308201235	-1.22983201086525	-1.70497007774073
chrX	139333682	Trap1a	-0.172454329357518	-0.283859106127989	-0.69849909606793
chrX	139480366	D330045A20Rik	-2.05419034318995	-2.40692895435599	-3.46787087520431
chrX	139563339	Rnf128	-1.39982527881131	-1.66933368055936	-3.08622630025299
chrX	139684995	Tbc1d8b	-1.46983579687677	-2.79872628565305	-3.61138275869878
chrX	139779680	Ripply1	0.404696305304989	-0.761529747559993	0.528515048282809
chrX	139821634	Morc4	-2.12601431957688	-1.86261223371675	-3.05835799863344
chrX	139889510	Rbm41	-0.568968511195252	-1.0691174148849	-2.05918677337209
chrX	140007672	Nup62cl	-1.10429575967793	0.513695952952301	-0.584004923863297
chrX	140456602	Prps1	-0.230041213930566	-1.50251089728694	-1.64299387467029
chrX	140539528	Tsc22d3	-0.610965481664674	-1.86685605924925	-3.21269371537958
chrX	140808306	Tex13b	-1.15588137759863	-1.35847486508656	-4.73822980155751
chrX	140948424	Psmd10	-0.267291023909505	-0.806484190747807	-1.13661095728547
chrX	142226769	Nxt2	-0.694515786116454	-1.38533493596247	-2.01577578367527
chrX	142304752	Kcne1l	-1.76898983006066	-2.35975282169383	-4.18293174308697
chrX	142317992	Acsl4	-0.378079324267615	-1.99601565517746	-2.30840467664396
chrX	142681399	Tmem164	-0.6912853475365	-2.60694788883597	-3.64256460130853
chrX	142853473	Ammecr1	-0.547689843994366	-1.81825075066921	-1.88715299729551
chrX	143518590	Pak3	-0.711700142261745	-0.997358840227078	-1.70870253148568
chrX	144317965	Alg13	-0.314764788664828	-0.557104517997605	-0.700075846014189
chrX	145446423	Amot	-1.40518345194187	-3.15139098924052	-3.58297433475521
chrX	147470377	Lrch2	-0.839296368228871	-1.37444528002694	-1.95234873001864
chrX	150397772	Tmem29	-0.526748151430211	-0.888856609380114	-1.46487493932149
chrX	150547416	Alas2	0.37568728624549	-1.81896629043535	-2.2217157634111
chrX	150571506	Apex2	0.106587931919515	-2.26450339110808	-2.19777375581107
chrX	150589920	Pfkfb1	-0.292348877876532	-2.35860181273156	-2.43623239044107
chrX	150644709	Tro	-0.610155356630431	-2.73884922451777	-2.84335667039872
chrX	150806420	Maged2	-0.510217192334539	-3.3708358639297	-3.50180954980276
chrX	150983132	Gnl3l	-0.168654031320843	-2.11849174625637	-1.89093618755358
chrX	151047169	Fgd1	-0.149338714903927	-1.66452132783586	-1.37347809924703
chrX	151087093	Tsr2	0.0472604882404874	-1.38606831737281	-1.18241662451097
chrX	151198077	Wnk3	-0.489748971012575	-1.30093803054065	-1.63516692561563
chrX	151520671	Phf8	-0.366051616404637	-1.07221206897214	-1.67586373957388
chrX	151803281	Huwe1	-0.531489369002657	-1.67954772488683	-1.5289974608721
chrX	151859561	Mir3113	-1.60143286426923	-2.01604413735241	-2.0918693001925
chrX	152001895	Hsd17b10	0.115846396912809	-1.84386208483517	-1.63947519980586
chrX	152004579	Ribc1	0.271898101875746	-2.00661391709712	-1.91329277359321
chrX	152016427	Smc1a	0.011982837960662	-1.76446164105136	-1.95222011167916
chrX	152144267	Iqsec2	-0.796233680090793	-1.73421902090415	-1.80301978605997
chrX	152233226	Kdm5c	-0.183741478926427	-1.14003271934939	-0.958659531312438
chrX	152294823	Kantr	-0.171733449313322	-1.46005472346038	-2.05182150901425
chrX	152336851	Tspyl2	-0.0158411498007238	-1.57298505914992	-1.96287173074014
chrX	152343598	Gpr173	-0.258863600650663	-2.92922361141995	-2.18878664297681
chrX	152609508	Shroom2	-0.243240791339889	-1.66088100776456	-2.36332943555887
chrX	153006468	Usp51	-0.955682168567504	-3.59058471651271	-3.29046753968562
chrX	153036165	Mageh1	-0.173145138068189	-3.27586964707352	-3.42115186752957
chrX	153118787	Foxr2	0.112951549244732	-2.79488367329574	-2.34730649397446
chrX	153139957	Rragb	-0.0898267345861394	-3.10727566702232	-2.97920622295346
chrX	153237747	Klf8	-0.000329241117862142	-2.2694730374164	-3.10242327763688
chrX	153498231	Ubqln2	-0.139732305959309	-2.00227209426383	-2.1577590669921
chrX	153685153	Kctd12b	-0.216528669338677	-2.84714781199703	-4.5132201740576
chrX	153723553	Nbdy	0.102766511802858	-1.32275640978423	-1.4823360392826
chrX	153832292	Spin2c	-1.01476930114229	-2.1058076251126	-2.43995283260433
chrX	155213125	Sat1	-0.353699965959186	-1.70460029171091	-3.74102241316844
chrX	155262442	Acot9	-0.2474050581589	-1.58388785670493	-2.26421300886773
chrX	155323917	Prdx4	-0.0802747577011602	-1.01150504349252	-1.51295910603137
chrX	157443953	Sms	-0.00288559305553277	-0.871634880434678	-1.22058875344664
chrX	157547821	Mbtps2	0.0252614172994327	-0.015893375167698	-0.399493177282501
chrX	157566118	Yy2	-0.190522661022732	-0.485413677569424	-1.08163090681846
chrX	159255781	Rps6ka3	-0.665253668318331	-1.04675865015668	-1.77825080211284
chrX	159372194	Eif1ax	0.00740208699096246	-2.00683550074515	-2.02133824110769
chrX	159414571	Map7d2	-1.20309175411732	-1.01684319028677	-1.63648126520059
chrX	159532667	Bclaf3	-0.37000718468024	-0.393684372377474	-0.930036421013703
chrX	159627271	Sh3kbp1	-1.10752223130012	-1.64681710354084	-2.24842802218509
chrX	159988432	Map3k15	-0.890204320020977	-1.80857520914165	-2.8456440352642
chrX	160122218	Pdha1	-0.094837294437469	-1.00893011984083	-1.36473173462991
chrX	160502165	Phka2	-0.92515346891213	-0.671718337395612	-1.51203525715143
chrX	160784307	Cdkl5	-0.809400103754254	-1.59748972379372	-2.49085895781597
chrX	161162749	Scml2	-1.17262600460856	-1.03629694938893	-2.21162864031561
chrX	161836429	Nhs	-1.04171651227768	-2.93303317322153	-3.00131404419579
chrX	162760371	Rbbp7	0.182150972633927	-2.30856016721515	-2.78175609532577
chrX	162778916	Txlng	-0.0207241904812118	-0.871501031990782	-1.24553815805745
chrX	162856842	Syap1	-0.242937943778442	-0.531810665888857	-1.00878472404981
chrX	162901559	Ctps2	-0.486589670318387	-1.59972651871902	-2.47598502302537
chrX	163909016	Ap1s2	-1.01934873756145	-0.406086945863186	-1.55296310787445
chrX	163935442	Zrsr2	-0.0561803747193641	-0.326518004680882	-0.76882817455919
chrX	164070702	Siah1b	-0.068382342487327	-0.773265538297223	-0.584276331446849
chrX	164269430	Pir	0.168985527159217	-1.79322256162844	-1.71696662928346
chrX	164373521	Vegfd	-0.568308032557385	-0.743933963515287	-0.951537934189033
chrX	164419786	Piga	-0.154990304549981	-1.18660358660925	-1.46926619582064
chrX	164936170	Mospd2	-0.243909646834947	-0.986937471596128	-1.60300718857289
chrX	164980591	Fancb	-0.0882053542461213	-1.63617819103339	-2.05205546910714
chrX	166170453	Gemin8	-0.00919703734974113	-0.843657146716217	-1.20411060964912
chrX	166390032	Ofd1	-0.153152439251751	-1.22187613657739	-1.72120720823151
chrX	166440754	Trappc2	-0.116098602218712	-1.38366228444919	-1.01944777341959
chrX	166457251	Rab9	0.347942063394071	-1.63725270834605	-1.93230423565362
chrX	166499814	Tceanc	-0.0945981032441063	-0.799347835033158	-0.777318930088119
chrX	166523006	Egfl6	0.336788957036519	-1.1493179011963	-2.00981781956655
chrX	167207093	Tmsb4x	-0.18965998821854	-1.48902949349373	-1.8401757546801
chrX	167346319	Prps2	-0.583668453061362	-1.41418288659623	-2.08175919294184
chrX	168653098	Msl3	-0.727881895653816	-1.21537045748607	-1.89591680466492
chrX	169311530	Hccs	-0.318089352746502	-0.834292695346805	-1.22946743959309
chrX	169685198	Mid1	-1.04172362442709	-2.02343821520016	-2.94964002046773
