Chromosomes	Start	End	Genes	halftime	Strand	RPKM	initial_ratio	RSS
chrX	136168984	136172342	Tceal8	0.366730454405605	-	0.3132365	0.51732	0.310624800152307
chrX	166499812	166518567	Tceanc	0.573610863156003	-	0.459967	0.609589	0.329984523864314
chrX	7762560	7775202	Tfe3	1.23469207763011	+	0.417922	0.509151	0.209361984674317
chrX	7899357	7908351	Timm17b	1.9452861645077	+	0.4699405	0.532632	0.214035094517842
chrX	20870166	20874735	Timp1	0.566676884610459	+	0.470828	0.603053	0.0842027215981302
chrX	74177259	74208500	Tktl1	2.19578776972456	+	0.1737375	0.236364	0.691501308919354
chrX	142681406	142843494	Tmem164	0.524139603940698	+	0.4814785	0.651611	0.140342944876102
chrX	99821021	99848790	Tmem28	0.551984007461162	+	0.2015935	0.313187	0.704910154467096
chrX	81070698	81097872	Tmem47	0.872972396781196	+	0.669052	0.749359	0.123630021208693
chrX	134222339	134276984	Trmt2b	2.33340029097809	-	0.379617	0.465116	0.870369222382615
chrX	140539528	140600659	Tsc22d3	0.374865471067244	-	0.401159	0.565476	0.454031668973477
chrX	103431517	103484957	Tsix	0.0506219857012967	+	0.4640115	0.733333	0.15459387974081
chrX	10485158	10596605	Tspan7	2.81336475477395	+	0.425915	0.467516	0.199251995415796
chrX	152336852	152342425	Tspyl2	0.539730728229515	-	0.3746285	0.516206	0.251610850537604
chrX	151087094	151096543	Tsr2	0.567549936669276	-	0.369524	0.503067	0.140924758053219
chrX	103414467	103424580	Tsx	1.46156612045359	+	0.5503665	0.74359	1.03354332178733
chrX	162778919	162829454	Txlng	0.999058645514191	-	0.2975265	0.392045	0.704879656322715
chrX	20658326	20683179	Uba1	2.27451927447848	+	0.443105	0.491722	0.1352389493712
chrX	74365718	74373218	Ubl4a	0.773231214421059	-	0.359743	0.466739	0.251690745182456
chrX	153498227	153501570	Ubqln2	0.40111320385262	+	0.3423755	0.493513	0.206808204866166
chrX	104482818	104507490	Uprt	0.222091216023793	+	0.2907976	0.517375	0.223270979894935
chrX	20703906	20720539	Usp11	1.63239057187615	+	0.2993495	0.366071	0.549519674037663
chrX	7371276	7375830	Usp27x	0.79827063510501	-	0.386152	0.488722	0.361221268018362
chrX	13071498	13173328	Usp9x	1.57746441118773	+	0.468296	0.526595	0.357640333080952
chrX	48256862	48282453	Utp14a	1.26934574951145	+	0.424648	0.493359	0.0807747118180699
chrX	20941722	20962017	Uxt	1.86903458316003	-	0.4622705	0.528937	0.29193069457611
chrX	75514299	75534942	Vbp1	1.08230747437313	+	0.451336	0.53543	0.154529824928379
chrX	71815924	71839757	Vma21	0.851216660827179	+	0.370031	0.461171	0.258496904010772
chrX	8081453	8090498	Was	0.746970452960043	-	0.5430415	0.647059	0.220255409790922
chrX	136245079	136247139	Wbp5	0.473954650181324	+	0.291407	0.463252	0.276924525129014
chrX	8123301	8132892	Wdr13	3.46573590279973	-	0.520075	0.525032	0.796031149317402
chrX	7714333	7728206	Wdr45	0.591848098339007	+	0.426517	0.547826	0.0882549989692308
chrX	151198078	151320152	Wnk3	0.629514834096928	+	0.344275	0.48782	0.282306381605039
chrX	42059679	42109656	Xiap	0.503842598361296	+	0.3881315	0.544133	0.1203189582092
chrX	9272756	9313250	Xk	1.25045972910074	+	0.4182435	0.484654	0.106486582094739
chrX	98936316	98949017	Yipf6	0.922317941907779	+	0.4379365	0.504135	0.196620916905242
chrX	157566119	157568985	Yy2	0.659121030591733	-	0.399123	0.5	0.274500459472636
chrX	38189793	38197046	Zbtb33	0.599207706015745	+	0.4067855	0.545455	0.521376433787834
chrX	95639193	95658509	Zc4h2	0.488525126230587	-	0.3799465	0.518033	0.184665748319324
chrX	104536969	104671064	Zdhhc15	0.449756896763969	-	0.3418605	0.568738	0.505085218945637
chrX	48171969	48208878	Zdhhc9	0.899080246745843	-	0.4153005	0.513049	0.348530162827741
chrX	21028939	21062316	Zfp182	1.05963938452579	-	0.5537125	0.621646	0.0985744687444859
chrX	72987339	73031543	Zfp185	1.15314788510363	+	0.4065035	0.506849	0.27239162707423
chrX	48541625	48594504	Zfp280c	0.513092771545563	-	0.391687	0.567337	0.219029931899645
chrX	94074631	94123702	Zfx	0.466034156438907	-	0.3874935	0.521558	0.175666825044141
chrX	58022700	58041736	Zic3	0.474471440360718	+	0.3473535	0.505155	0.312462537646536
chrX	101404384	101420849	Zmym3	0.457227824958304	-	0.3430385	0.511219	0.337373766744386
chrX	163935443	163958661	Zrsr2	1.13962256362814	-	0.46433	0.540198	0.118719165155561
